warehouse_id,location_of_warehouse,product_id,stock_count,storage_cost_per_unit_perMonth
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0095,1843,6.33
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0137,750,12.89
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0468,1298,11.81
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0296,330,6.12
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0487,1339,13.94
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0169,246,4.57
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0174,1591,11.17
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0177,1223,7.43
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0408,728,14.59
W042,"00/208, Vohra Path, Ghatwar, LALITPUR, Uttar Pradesh, 284403, India",P0322,604,4.91
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0454,1267,9.84
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0343,835,3.55
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0137,1487,8.18
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0368,326,10.4
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0257,1385,4.66
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0422,1087,9.98
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0420,1244,10.81
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0496,758,3.43
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0385,1239,8.57
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0377,1815,14.34
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0168,1559,5.75
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0003,1262,2.83
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0284,1858,11.82
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0155,630,13.31
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0495,924,12.88
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0383,287,6.16
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0310,181,7.88
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0403,1499,8.38
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0121,1073,5.44
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0167,985,4.46
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0475,186,14.74
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0059,1310,11.22
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0274,1630,10.14
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0374,569,12.79
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0329,1843,5.42
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0367,309,8.24
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0233,1758,6.21
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0382,1290,8.36
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0252,1242,13.44
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0124,224,8.2
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0209,339,12.41
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0130,1187,5.24
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0133,1160,5.28
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0028,238,10.55
W043,"97, Nagi Zila, Malikpura, GHAZIPUR, Uttar Pradesh, 233310, India",P0426,783,13.67
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0189,1687,7.67
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0092,1603,5.62
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0492,1630,14.89
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0416,585,8.6
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0055,1385,6.31
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0495,1710,3.69
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0292,1179,13.62
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0018,346,10.15
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0006,1201,7.55
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0184,251,11.67
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0040,396,6.22
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0208,1481,6.88
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0199,825,4.58
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0370,353,14.66
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0032,1858,4.94
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0357,198,13.89
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0163,318,11.15
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0369,1413,5.96
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0394,1853,5.22
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0023,490,13.48
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0217,441,12.43
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0157,832,9.57
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0414,1732,14.07
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0186,152,13.05
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0335,1297,2.67
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0098,1053,5.17
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0409,1454,12.52
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0114,995,9.31
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0080,1809,9.68
W044,"H.No. 723, Lalla Marg, Anna Nagar East S.O, CHENNAI, Tamil Nadu, 600102, India",P0265,123,9.34
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0487,610,7.5
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0465,822,10.59
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0433,262,12.9
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0113,1507,7.31
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0083,1230,13.88
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0056,366,14.73
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0268,1261,10.87
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0041,937,12.43
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0326,343,14.14
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0442,190,14.86
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0298,1314,10.03
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0136,1629,8.56
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0333,1312,6.64
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0376,920,7.18
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0484,1392,5.78
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0293,1414,2.29
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0194,294,11.34
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0281,514,12.01
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0415,870,5.54
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0361,1404,10.24
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0140,1857,14.33
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0018,1889,10.91
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0036,710,12.43
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0397,1298,7.99
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0196,1175,8.99
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0467,1055,12.37
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0120,1631,11.54
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0217,1542,6.73
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0163,1355,14.41
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0241,1756,2.67
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0160,1096,4.89
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0413,1295,8.76
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0198,1145,14.75
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0204,1834,9.39
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0420,1381,7.28
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0490,1078,7.77
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0148,1219,12.96
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0344,1415,8.77
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0430,1268,11.62
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0320,1252,6.56
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0435,1734,13.81
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0108,1256,6.09
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0145,455,12.42
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0132,571,8.81
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0102,378,9.11
W045,"H.No. 24, Chakrabarti Road, Burkacharla, SURYAPET, Telangana, 508212, India",P0044,1563,13.83
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0278,1375,10.23
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0323,1995,10.47
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0249,1642,10.02
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0368,1455,13.71
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0490,1668,8.3
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0114,314,10.05
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0241,1277,13.95
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0463,1865,9.71
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0056,1560,12.02
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0149,1943,12.59
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0048,1942,6.64
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0018,1272,2.37
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0248,419,10.85
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0082,1483,11.75
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0087,1537,2.73
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0224,168,7.34
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0289,1339,3.77
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0044,310,10.66
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0031,1995,11.05
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0495,1083,6.76
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0484,513,5.06
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0104,552,10.68
W046,"H.No. 745, Pandit, Bhadkad, KHEDA, Gujarat, 387380, India",P0235,1146,5.06
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0195,664,11.74
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0037,129,8.44
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0353,426,4.98
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0011,1561,14.99
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0311,1143,6.67
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0127,365,6.12
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0229,1366,4.94
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0427,1992,3.72
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0433,581,7.66
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0392,593,2.78
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0357,702,14.68
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0318,1753,6.76
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0359,1749,5.99
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0400,1464,11.1
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0352,1833,6.15
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0330,1740,12.79
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0451,1043,5.55
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0390,1920,12.26
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0056,1281,8.78
W047,"50/26, Raj Nagar, Neemhosalli, KALABURAGI, Karnataka, 585307, India",P0398,348,3.73
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0377,1195,5.6
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0113,327,12.01
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0381,873,7.81
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0275,1179,14.73
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0339,1795,13.28
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0208,498,12.7
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0073,1583,12.64
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0217,1289,14.46
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0482,1450,10.58
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0259,1845,6.95
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0116,1948,3.61
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0328,227,5.04
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0422,477,3.5
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0420,934,4.49
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0285,171,11.14
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0231,1860,11.12
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0338,267,14.02
W048,"31/55, Jaggi Street, Birk, KAPURTHALA, Punjab, 144632, India",P0250,1863,3.82
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0162,1575,12.58
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0488,361,8.87
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0371,334,11.56
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0193,1688,4.88
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0315,205,11.5
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0494,1763,5.33
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0427,848,4.14
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0426,1304,14.71
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0414,1086,9.67
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0167,1108,7.46
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0317,792,2.02
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0042,1362,3.13
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0116,1435,5.0
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0038,995,3.97
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0258,1007,13.46
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0268,731,4.39
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0342,264,5.68
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0296,1298,6.88
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0063,373,2.11
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0270,1766,10.84
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0161,214,8.15
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0068,1479,10.96
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0226,137,9.04
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0179,719,13.02
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0072,1065,12.81
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0220,768,12.51
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0215,1445,3.26
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0083,1120,10.0
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0242,1597,14.71
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0246,713,6.04
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0110,426,3.78
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0077,835,5.99
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0047,966,9.73
W049,"40/62, Nagarajan Chowk, Hosakere, DAVANGERE, Karnataka, 577528, India",P0059,1212,13.98
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0055,1622,7.89
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0256,854,5.78
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0005,891,2.47
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0016,992,3.67
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0191,1336,13.77
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0161,789,4.3
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0289,1291,8.28
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0091,1203,10.92
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0153,1163,6.93
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0392,1892,4.4
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0197,819,4.72
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0340,1182,13.86
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0265,1290,14.08
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0033,385,4.65
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0004,1262,11.28
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0282,1067,9.58
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0361,1461,8.38
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0439,421,13.33
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0319,344,7.55
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0204,937,10.06
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0496,409,10.92
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0287,919,13.22
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0208,422,8.84
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0445,296,13.06
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0003,1736,4.06
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0104,761,5.98
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0064,823,9.45
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0323,772,4.44
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0410,883,11.05
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0255,214,6.19
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0442,521,7.47
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0400,1067,4.86
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0466,1918,8.58
W050,"88/94, Keer Ganj, Kuppalu, TUMAKURU, Karnataka, 572114, India",P0297,459,3.21
